"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"8937","Jack Steski","MB1 (Freeman)","3.4444","3.2107","9",202,"GUARD"
"8938","Jonathan Biemans","ON2 (Rowe)","3.6667","3.3137","9",202,"GUARD"
"8939","Justin MacKay","NO2 (Robert)","3.7500","3.2657","8",202,"GUARD"
"8940","Davis Nicholson","PE (Snow)","3.5000","3.1426","8",202,"GUARD"
"8941","Terren Algot","AB2 (Davies )","3.0000","3.1251","8",202,"GUARD"
"8942","Logan Sawicki","SK1 (Derksen)","3.8571","3.2823","7",202,"GUARD"
"8943","Tasir Bhuiyan","NT (Bowling)","3.7143","3.2921","7",202,"GUARD"
"8944","Cameron Sallaj","NB1 (Marin)","2.7143","3.2065","7",202,"GUARD"
"8945","Elias Huminicki","MB1 (Freeman)","3.2857","3.2654","7",202,"GUARD"
"8946","Owain Fisher","NS2 (MacIsaac)","3.7143","3.283","7",202,"GUARD"
"8947","Ronan Peterson","MB2 (Peterson)","3.8571","3.2309","7",202,"GUARD"
"8948","Dylan Derksen","SK1 (Derksen)","2.8333","3.319","6",202,"GUARD"
"8949","Jaxon Hiebert","AB1 (Hiebert)","4.0000","3.2497","6",202,"GUARD"
"8950","Nicholas Codner","NL (Perry)","3.8333","3.3243","6",202,"GUARD"
"8951","Luke Olson","SK2 (Snow)","3.0000","3.2709","6",202,"GUARD"
"8952","Calan MacIsaac","NS2 (MacIsaac)","3.3333","3.3277","6",202,"GUARD"
"8953","Evan Hennigar","NS1 (Mosher)","3.5000","3.2238","6",202,"GUARD"
"8954","Nathan Roy","SK2 (Snow)","3.6667","3.4019","6",202,"GUARD"
"8955","Nicholas Rowe","ON2 (Rowe)","3.8333","3.2964","6",202,"GUARD"
"8956","Tyler Biemans","ON2 (Rowe)","3.8333","3.221","6",202,"GUARD"
"8957","Owen McPherson","NS1 (Mosher)","3.3333","3.3285","6",202,"GUARD"
"8958","Etienne Elias","QC2 (Jauron)","3.0000","3.2544","5",202,"GUARD"
"8959","Kolby MacDonald","AB1 (Hiebert)","3.8000","3.2443","5",202,"GUARD"
"8960","Jack MacFadyen","PE (Snow)","4.0000","3.3104","5",202,"GUARD"
"8961","Anderson MacDougall","PE (Snow)","2.8000","3.1855","5",202,"GUARD"
"8962","Oliver Burton","AB1 (Hiebert)","3.6000","3.2857","5",202,"GUARD"
"8963","Emmett Knee","NB1 (Marin)","3.0000","3.2151","5",202,"GUARD"
"8964","Lucas Sawiak","AB2 (Davies )","4.0000","3.2191","5",202,"GUARD"
"8965","Nate Burton","AB1 (Hiebert)","3.0000","3.225","4",202,"GUARD"
"8966","James Carr","NB2 (Robichaud)","3.2500","3.184","4",202,"GUARD"
"8967","Dylan Stockton","ON1 (Stratton)","4.0000","3.3517","4",202,"GUARD"
"8968","Simon Perry","NL (Perry)","3.5000","3.306","4",202,"GUARD"
"8969","Owen Nicholls","ON1 (Stratton)","3.7500","3.1724","4",202,"GUARD"
"8970","Thomas Lauzon","QC1 (Tremblay)","4.0000","3.3669","4",202,"GUARD"
"8971","Philippe Jauron","QC2 (Jauron)","3.5000","3.2741","4",202,"GUARD"
"8972","Roan Hunker","MB2 (Peterson)","3.2500","3.1537","4",202,"GUARD"
"8973","Liam Tardif","ON1 (Stratton)","4.0000","3.3255","4",202,"GUARD"
"8974","Pierre-Olivier Roy","QC1 (Tremblay)","3.7500","3.3086","4",202,"GUARD"
"8975","Adam Wiersema","NO1 (Rajala)","2.5000","3.2029","4",202,"GUARD"
"8976","Jesse Crozier","NO1 (Rajala)","3.0000","3.1631","4",202,"GUARD"
"8977","Alexandre Jauron","QC2 (Jauron)","3.7500","3.257","4",202,"GUARD"
"8978","Jullian Bowling","NT (Bowling)","2.5000","3.2964","4",202,"GUARD"
"8979","Tyler Derksen","SK1 (Derksen)","3.3333","3.2383","3",202,"GUARD"
"8980","Raphael Tremblay","QC1 (Tremblay)","3.6667","3.1751","3",202,"GUARD"
"8981","Jackson Dubinsky","NO1 (Rajala)","3.0000","3.355","3",202,"GUARD"
"8982","William Butler","NL (Perry)","2.6667","3.326","3",202,"GUARD"
"8983","Aidan MacDonald","NS1 (Mosher)","3.6667","3.1933","3",202,"GUARD"
"8984","Nick Mosher","NS1 (Mosher)","4.0000","3.2966","3",202,"GUARD"
"8985","Ben Appleton","NO2 (Robert)","3.0000","3.0954","3",202,"GUARD"
"8986","Nick Senff","MB2 (Peterson)","3.6667","3.2608","3",202,"GUARD"
"8987","Nolan Blaeser","BC1 (Blaeser)","4.0000","3.1241","3",202,"GUARD"
"8988","Evan Robert","NO2 (Robert)","2.3333","3.372","3",202,"GUARD"
"8989","Aiden Matheson","NB2 (Robichaud)","1.6667","3.0766","3",202,"GUARD"
"8990","Ethan Chiu","BC2 (Tam)","3.0000","3.2772","2",202,"GUARD"
"8991","Brayden Snow","PE (Snow)","3.0000","3.3254","2",202,"GUARD"
"8992","Luke Robichaud","NB2 (Robichaud)","2.5000","3.1849","2",202,"GUARD"
"8993","Emmanuel Normand","QC2 (Jauron)","3.5000","3.1085","2",202,"GUARD"
"8994","Kaiden Beck","BC1 (Blaeser)","4.0000","3.4061","2",202,"GUARD"
"8995","Jace Freeman","MB1 (Freeman)","3.5000","3.2186","2",202,"GUARD"
"8996","Evan Scott","NL (Perry)","4.0000","3.2318","2",202,"GUARD"
"8997","Christopher McCurdy","NS2 (MacIsaac)","4.0000","3.1812","2",202,"GUARD"
"8998","Brendan Rajala","NO1 (Rajala)","2.0000","3.3631","2",202,"GUARD"
"8999","Liam Rowe","ON2 (Rowe)","4.0000","3.2318","2",202,"GUARD"
"9000","Austen Matheson","NB2 (Robichaud)","2.5000","3.1977","2",202,"GUARD"
"9001","Benjamin Miskiw","NO2 (Robert)","3.0000","3.2789","2",202,"GUARD"
"9002","Austin Tomlinson","BC2 (Tam)","2.5000","3.3314","2",202,"GUARD"
"9003","Nathan Kelly","MB2 (Peterson)","3.0000","3.2318","1",202,"GUARD"
"9004","Justin Lapointe","QC1 (Tremblay)","3.0000","3.1307","1",202,"GUARD"
"9005","Kyle Stratton","ON1 (Stratton)","4.0000","3.1974","1",202,"GUARD"
"9006","Aidan Snider","AB1 (Hiebert)","4.0000","3.2318","1",202,"GUARD"
"9007","rajan dalrymple","NB1 (Marin)","3.0000","3.4147","1",202,"GUARD"
"9008","Cole Hilderman","SK2 (Snow)","4.0000","3.1498","1",202,"GUARD"
"9009","Rogan Snow","SK2 (Snow)","4.0000","3.4186","1",202,"GUARD"
"9010","Koen Hampshire","BC1 (Blaeser)","3.0000","3.2318","1",202,"GUARD"
"9011","Nolan Beck","BC1 (Blaeser)","2.0000","3.2053","1",202,"GUARD"
"9012","Adrian Tam","BC2 (Tam)","3.0000","3.171","1",202,"GUARD"
"9013","Tyler Biemans","ON2 (Rowe)","3.3077","3.3896","13",202,"CLEARING"
"9014","Elias Huminicki","MB1 (Freeman)","3.3333","3.4099","12",202,"CLEARING"
"9015","Austen Matheson","NB2 (Robichaud)","3.4167","3.3747","12",202,"CLEARING"
"9016","Emmett Knee","NB1 (Marin)","3.3333","3.4066","12",202,"CLEARING"
"9017","Jack Steski","MB1 (Freeman)","3.0909","3.3538","11",202,"CLEARING"
"9018","James Carr","NB2 (Robichaud)","2.7273","3.3737","11",202,"CLEARING"
"9019","Ben Appleton","NO2 (Robert)","3.1111","3.3653","9",202,"CLEARING"
"9020","Jesse Crozier","NO1 (Rajala)","3.8889","3.4147","9",202,"CLEARING"
"9021","Terren Algot","AB2 (Davies )","4.0000","3.3667","9",202,"CLEARING"
"9022","Benjamin Kiist","AB2 (Davies )","4.0000","3.4645","8",202,"CLEARING"
"9023","William Butler","NL (Perry)","4.0000","3.4046","8",202,"CLEARING"
"9024","Kolby MacDonald","AB1 (Hiebert)","3.4286","3.3266","7",202,"CLEARING"
"9025","Jonathan Biemans","ON2 (Rowe)","4.0000","3.4818","7",202,"CLEARING"
"9026","Owen McPherson","NS1 (Mosher)","4.0000","3.4171","7",202,"CLEARING"
"9027","Oliver Burton","AB1 (Hiebert)","4.0000","3.4632","6",202,"CLEARING"
"9028","Jackson Dubinsky","NO1 (Rajala)","3.0000","3.4702","6",202,"CLEARING"
"9029","Nicholas Codner","NL (Perry)","3.0000","3.4766","6",202,"CLEARING"
"9030","Davis Nicholson","PE (Snow)","2.4000","3.3791","5",202,"CLEARING"
"9031","rajan dalrymple","NB1 (Marin)","3.6000","3.4517","5",202,"CLEARING"
"9032","Justin MacKay","NO2 (Robert)","3.0000","3.4333","5",202,"CLEARING"
"9033","Evan Hennigar","NS1 (Mosher)","3.6000","3.3766","5",202,"CLEARING"
"9034","Nathan Roy","SK2 (Snow)","3.5000","3.4259","4",202,"CLEARING"
"9035","Brendan Rajala","NO1 (Rajala)","4.0000","3.6059","4",202,"CLEARING"
"9036","Austin Tomlinson","BC2 (Tam)","3.2500","3.3867","4",202,"CLEARING"
"9037","Nolan Beck","BC1 (Blaeser)","2.0000","3.2896","4",202,"CLEARING"
"9038","Jack MacFadyen","PE (Snow)","3.5000","3.41","4",202,"CLEARING"
"9039","Brayden Snow","PE (Snow)","4.0000","3.6606","3",202,"CLEARING"
"9040","Thomas Lauzon","QC1 (Tremblay)","3.6667","3.4301","3",202,"CLEARING"
"9041","Luke Olson","SK2 (Snow)","3.0000","3.3719","3",202,"CLEARING"
"9042","Pierre-Olivier Roy","QC1 (Tremblay)","2.6667","3.3985","3",202,"CLEARING"
"9043","Simon Perry","NL (Perry)","4.0000","3.5771","3",202,"CLEARING"
"9044","Evan Robert","NO2 (Robert)","4.0000","3.6315","3",202,"CLEARING"
"9045","Nicholas Rowe","ON2 (Rowe)","3.3333","3.6521","3",202,"CLEARING"
"9046","Timothy Marin","NB1 (Marin)","4.0000","3.6291","3",202,"CLEARING"
"9047","Calan MacIsaac","NS2 (MacIsaac)","2.6667","3.5456","3",202,"CLEARING"
"9048","Roan Hunker","MB2 (Peterson)","4.0000","3.373","3",202,"CLEARING"
"9049","Rogan Snow","SK2 (Snow)","4.0000","3.6053","2",202,"CLEARING"
"9050","Nick Senff","MB2 (Peterson)","4.0000","3.404","2",202,"CLEARING"
"9051","Nick Mosher","NS1 (Mosher)","4.0000","3.6726","2",202,"CLEARING"
"9052","Liam Tardif","ON1 (Stratton)","4.0000","3.3201","2",202,"CLEARING"
"9053","Nathan Gray","NS2 (MacIsaac)","4.0000","3.4682","2",202,"CLEARING"
"9054","Etienne Elias","QC2 (Jauron)","2.5000","3.3707","2",202,"CLEARING"
"9055","Owain Fisher","NS2 (MacIsaac)","4.0000","3.303","2",202,"CLEARING"
"9056","Ronan Peterson","MB2 (Peterson)","4.0000","3.6647","2",202,"CLEARING"
"9057","Dylan Derksen","SK1 (Derksen)","4.0000","3.7309","2",202,"CLEARING"
"9058","Zachary Davies","AB2 (Davies )","4.0000","3.602","2",202,"CLEARING"
"9059","Nolan Blaeser","BC1 (Blaeser)","3.5000","3.6159","2",202,"CLEARING"
"9060","Alexandre Jauron","QC2 (Jauron)","4.0000","3.3443","1",202,"CLEARING"
"9061","Jace Freeman","MB1 (Freeman)","4.0000","3.7269","1",202,"CLEARING"
"9062","Jullian Bowling","NT (Bowling)","3.0000","3.4426","1",202,"CLEARING"
"9063","Tasir Bhuiyan","NT (Bowling)","3.0000","3.3646","1",202,"CLEARING"
"9064","Ethan Chiu","BC2 (Tam)","3.0000","3.3878","1",202,"CLEARING"
"9065","Tyler Derksen","SK1 (Derksen)","3.0000","3.5136","1",202,"CLEARING"
"9066","Kyle Stratton","ON1 (Stratton)","4.0000","3.4164","1",202,"CLEARING"
"9067","Logan Sawicki","SK1 (Derksen)","4.0000","3.3433","1",202,"CLEARING"
"9068","Raphael Tremblay","QC1 (Tremblay)","4.0000","3.6765","1",202,"CLEARING"
"9069","Justin Lapointe","QC1 (Tremblay)","2.0000","3.3642","1",202,"CLEARING"
"9070","Kaiden Beck","BC1 (Blaeser)","4.0000","3.4209","1",202,"CLEARING"
"9071","Owen McPherson","NS1 (Mosher)","3.4615","2.6347","13",202,"DOUBLE"
"9072","Jace Freeman","MB1 (Freeman)","1.8750","2.3427","8",202,"DOUBLE"
"9073","Timothy Marin","NB1 (Marin)","2.7143","2.2011","7",202,"DOUBLE"
"9074","Logan Sawicki","SK1 (Derksen)","2.4286","2.6226","7",202,"DOUBLE"
"9075","Jackson Dubinsky","NO1 (Rajala)","3.6667","2.594","6",202,"DOUBLE"
"9076","Nicholas Rowe","ON2 (Rowe)","2.6667","2.5255","6",202,"DOUBLE"
"9077","Roan Hunker","MB2 (Peterson)","3.3333","2.6554","6",202,"DOUBLE"
"9078","Jonathan Biemans","ON2 (Rowe)","2.4000","2.5662","5",202,"DOUBLE"
"9079","Nick Mosher","NS1 (Mosher)","1.8000","2.4692","5",202,"DOUBLE"
"9080","Tasir Bhuiyan","NT (Bowling)","1.2000","2.6149","5",202,"DOUBLE"
"9081","Calan MacIsaac","NS2 (MacIsaac)","2.6000","2.0942","5",202,"DOUBLE"
"9082","Nicholas Codner","NL (Perry)","2.2000","2.626","5",202,"DOUBLE"
"9083","Rogan Snow","SK2 (Snow)","2.5000","1.8211","4",202,"DOUBLE"
"9084","Dylan Derksen","SK1 (Derksen)","0.7500","2.2071","4",202,"DOUBLE"
"9085","rajan dalrymple","NB1 (Marin)","2.5000","2.5058","4",202,"DOUBLE"
"9086","Shawn Dragon","NT (Bowling)","0.7500","2.5291","4",202,"DOUBLE"
"9087","Raphael Tremblay","QC1 (Tremblay)","2.0000","2.4756","4",202,"DOUBLE"
"9088","Brayden Snow","PE (Snow)","0.7500","2.0633","4",202,"DOUBLE"
"9089","Emmett Knee","NB1 (Marin)","2.0000","2.542","4",202,"DOUBLE"
"9090","Evan Hennigar","NS1 (Mosher)","1.7500","2.6836","4",202,"DOUBLE"
"9091","Jesse Crozier","NO1 (Rajala)","1.3333","2.498","3",202,"DOUBLE"
"9092","William Butler","NL (Perry)","3.6667","2.6882","3",202,"DOUBLE"
"9093","Brendan Rajala","NO1 (Rajala)","2.6667","2.5628","3",202,"DOUBLE"
"9094","Tyler Derksen","SK1 (Derksen)","2.0000","2.5191","3",202,"DOUBLE"
"9095","Elias Huminicki","MB1 (Freeman)","4.0000","2.7818","3",202,"DOUBLE"
"9096","Owain Fisher","NS2 (MacIsaac)","4.0000","2.7345","3",202,"DOUBLE"
"9097","Tyler Biemans","ON2 (Rowe)","2.6667","2.6028","3",202,"DOUBLE"
"9098","Alexandre Jauron","QC2 (Jauron)","0.5000","2.6342","2",202,"DOUBLE"
"9099","Jaxon Hiebert","AB1 (Hiebert)","3.0000","2.4739","2",202,"DOUBLE"
"9100","Zachary Davies","AB2 (Davies )","3.0000","2.2003","2",202,"DOUBLE"
"9101","Terren Algot","AB2 (Davies )","3.0000","2.6921","2",202,"DOUBLE"
"9102","Rylan Graham","MB1 (Freeman)","1.5000","2.4974","2",202,"DOUBLE"
"9103","Evan Scott","NL (Perry)","3.0000","2.8438","2",202,"DOUBLE"
"9104","Austen Matheson","NB2 (Robichaud)","4.0000","2.5834","2",202,"DOUBLE"
"9105","Jullian Bowling","NT (Bowling)","4.0000","2.396","2",202,"DOUBLE"
"9106","Thomas Lauzon","QC1 (Tremblay)","2.0000","2.6699","2",202,"DOUBLE"
"9107","Jack Steski","MB1 (Freeman)","2.0000","2.5325","2",202,"DOUBLE"
"9108","Ronan Peterson","MB2 (Peterson)","1.0000","2.3443","2",202,"DOUBLE"
"9109","Liam Tardif","ON1 (Stratton)","2.0000","2.5016","2",202,"DOUBLE"
"9110","Kyle Stratton","ON1 (Stratton)","1.0000","2.1138","2",202,"DOUBLE"
"9111","Oliver Burton","AB1 (Hiebert)","0.0000","2.4955","1",202,"DOUBLE"
"9112","Justin Lapointe","QC1 (Tremblay)","2.0000","2.6911","1",202,"DOUBLE"
"9113","Evan Robert","NO2 (Robert)","2.0000","2.8566","1",202,"DOUBLE"
"9114","Ethan Chiu","BC2 (Tam)","2.0000","2.5235","1",202,"DOUBLE"
"9115","Jack MacFadyen","PE (Snow)","0.0000","2.6616","1",202,"DOUBLE"
"9116","Justin MacKay","NO2 (Robert)","2.0000","2.4785","1",202,"DOUBLE"
"9117","Simon Perry","NL (Perry)","0.0000","2.3817","1",202,"DOUBLE"
"9118","Luke Robichaud","NB2 (Robichaud)","2.0000","2.1182","1",202,"DOUBLE"
"9119","James Carr","NB2 (Robichaud)","4.0000","2.544","1",202,"DOUBLE"
"9120","Adrian Tam","BC2 (Tam)","2.0000","2.3769","1",202,"DOUBLE"
"9121","Austin Tomlinson","BC2 (Tam)","3.0000","2.5579","1",202,"DOUBLE"
"9122","Adam Wiersema","NO1 (Rajala)","3.0000","3.0824","1",202,"DOUBLE"
"9123","Pierre-Olivier Roy","QC1 (Tremblay)","4.0000","2.578","1",202,"DOUBLE"
"9124","Nolan Blaeser","BC1 (Blaeser)","0.0000","2.4077","1",202,"DOUBLE"
"9125","Dylan Stockton","ON1 (Stratton)","2.0000","2.7742","1",202,"DOUBLE"
"9126","Evan Hennigar","NS1 (Mosher)","2.5000","2.5987","4",202,"RAISE"
"9127","Jullian Bowling","NT (Bowling)","2.7500","2.5532","4",202,"RAISE"
"9128","Nick Mosher","NS1 (Mosher)","2.0000","2.2721","4",202,"RAISE"
"9129","Brendan Rajala","NO1 (Rajala)","2.2500","2.5759","4",202,"RAISE"
"9130","Evan Robert","NO2 (Robert)","2.3333","2.2851","3",202,"RAISE"
"9131","Roan Hunker","MB2 (Peterson)","3.3333","2.5231","3",202,"RAISE"
"9132","Simon Perry","NL (Perry)","2.0000","2.3155","3",202,"RAISE"
"9133","Jackson Dubinsky","NO1 (Rajala)","1.3333","2.5909","3",202,"RAISE"
"9134","Davis Nicholson","PE (Snow)","2.6667","2.5492","3",202,"RAISE"
"9135","Pierre-Olivier Roy","QC1 (Tremblay)","2.3333","2.5556","3",202,"RAISE"
"9136","Cole Hilderman","SK2 (Snow)","3.0000","2.7042","3",202,"RAISE"
"9137","Raphael Tremblay","QC1 (Tremblay)","2.6667","2.5958","3",202,"RAISE"
"9138","Ben Appleton","NO2 (Robert)","2.3333","2.6625","3",202,"RAISE"
"9139","Nolan Blaeser","BC1 (Blaeser)","3.0000","2.5237","3",202,"RAISE"
"9140","Justin MacKay","NO2 (Robert)","2.6667","2.6405","3",202,"RAISE"
"9141","Justin Lapointe","QC1 (Tremblay)","1.5000","2.6258","2",202,"RAISE"
"9142","rajan dalrymple","NB1 (Marin)","1.0000","2.5601","2",202,"RAISE"
"9143","Austen Matheson","NB2 (Robichaud)","3.0000","2.6842","2",202,"RAISE"
"9144","Ethan Chiu","BC2 (Tam)","1.5000","2.5211","2",202,"RAISE"
"9145","Jesse Crozier","NO1 (Rajala)","2.0000","2.5252","2",202,"RAISE"
"9146","Nicholas Codner","NL (Perry)","2.5000","2.5142","2",202,"RAISE"
"9147","Etienne Elias","QC2 (Jauron)","0.0000","2.4274","2",202,"RAISE"
"9148","Kolby MacDonald","AB1 (Hiebert)","1.0000","2.5688","2",202,"RAISE"
"9149","Harrison Hrynew","BC2 (Tam)","3.0000","2.7055","2",202,"RAISE"
"9150","Jonathan Biemans","ON2 (Rowe)","1.5000","2.5874","2",202,"RAISE"
"9151","Kaiden Beck","BC1 (Blaeser)","3.0000","2.6281","2",202,"RAISE"
"9152","Nathan Kelly","MB2 (Peterson)","3.5000","2.6975","2",202,"RAISE"
"9153","Austin Tomlinson","BC2 (Tam)","2.5000","2.6103","2",202,"RAISE"
"9154","Jaxon Hiebert","AB1 (Hiebert)","2.0000","2.6058","2",202,"RAISE"
"9155","Owen McPherson","NS1 (Mosher)","2.0000","2.5442","2",202,"RAISE"
"9156","Nick Senff","MB2 (Peterson)","3.5000","2.583","2",202,"RAISE"
"9157","Brayden Snow","PE (Snow)","2.0000","2.7699","1",202,"RAISE"
"9158","James Carr","NB2 (Robichaud)","2.0000","2.6793","1",202,"RAISE"
"9159","Shawn Dragon","NT (Bowling)","3.0000","2.5548","1",202,"RAISE"
"9160","Jack MacFadyen","PE (Snow)","2.0000","2.5374","1",202,"RAISE"
"9161","Dylan Stockton","ON1 (Stratton)","4.0000","2.6713","1",202,"RAISE"
"9162","Nolan Beck","BC1 (Blaeser)","3.0000","2.6854","1",202,"RAISE"
"9163","Ronan Peterson","MB2 (Peterson)","3.0000","2.5105","1",202,"RAISE"
"9164","Kyle Stratton","ON1 (Stratton)","0.0000","2.4842","1",202,"RAISE"
"9165","Adrian Tam","BC2 (Tam)","3.0000","2.6107","1",202,"RAISE"
"9166","Nicholas Rowe","ON2 (Rowe)","0.0000","2.4617","1",202,"RAISE"
"9167","Nathan Roy","SK2 (Snow)","2.0000","2.5461","1",202,"RAISE"
"9168","Tasir Bhuiyan","NT (Bowling)","2.0000","2.6565","1",202,"RAISE"
"9169","Emmett Knee","NB1 (Marin)","2.0000","2.5588","1",202,"RAISE"
"9170","Christopher McCurdy","NS2 (MacIsaac)","2.0000","2.762","1",202,"RAISE"
"9171","Nate Burton","AB1 (Hiebert)","4.0000","2.5884","1",202,"RAISE"
"9172","Nathan Gray","NS2 (MacIsaac)","2.0000","2.6015","1",202,"RAISE"
"9173","Gavin Martens","SK1 (Derksen)","0.0000","2.6091","1",202,"RAISE"
"9174","Alexandre Jauron","QC2 (Jauron)","3.0000","2.5451","1",202,"RAISE"
"9175","Lucas Sawiak","AB2 (Davies )","2.0000","2.6151","1",202,"RAISE"
"9176","Jace Freeman","MB1 (Freeman)","4.0000","2.5214","1",202,"RAISE"
"9177","Zachary Davies","AB2 (Davies )","4.0000","2.5049","1",202,"RAISE"
"9178","Terren Algot","AB2 (Davies )","4.0000","2.645","1",202,"RAISE"
"9179","Oliver Burton","AB1 (Hiebert)","1.0000","2.5679","1",202,"RAISE"
"9180","Jack Steski","MB1 (Freeman)","2.5455","2.638","11",202,"FREEZE"
"9181","Tasir Bhuiyan","NT (Bowling)","2.1429","2.5803","7",202,"FREEZE"
"9182","Thomas Lauzon","QC1 (Tremblay)","3.0000","2.6453","7",202,"FREEZE"
"9183","Elias Huminicki","MB1 (Freeman)","3.1429","2.6115","7",202,"FREEZE"
"9184","Shawn Dragon","NT (Bowling)","2.4000","2.6011","5",202,"FREEZE"
"9185","Roan Hunker","MB2 (Peterson)","1.8000","2.5819","5",202,"FREEZE"
"9186","Nick Senff","MB2 (Peterson)","2.0000","2.5431","5",202,"FREEZE"
"9187","Jullian Bowling","NT (Bowling)","3.0000","2.6154","5",202,"FREEZE"
"9188","rajan dalrymple","NB1 (Marin)","2.4000","2.5369","5",202,"FREEZE"
"9189","Nathan Roy","SK2 (Snow)","1.8000","2.5806","5",202,"FREEZE"
"9190","Philippe Jauron","QC2 (Jauron)","2.7500","2.5115","4",202,"FREEZE"
"9191","Nathan Gray","NS2 (MacIsaac)","3.2500","2.6646","4",202,"FREEZE"
"9192","Jace Freeman","MB1 (Freeman)","2.2500","2.6565","4",202,"FREEZE"
"9193","Jesse Crozier","NO1 (Rajala)","2.2500","2.7194","4",202,"FREEZE"
"9194","Rylan Graham","MB1 (Freeman)","4.0000","2.741","4",202,"FREEZE"
"9195","Dylan Stockton","ON1 (Stratton)","3.7500","2.6247","4",202,"FREEZE"
"9196","Nicholas Codner","NL (Perry)","3.0000","2.6751","4",202,"FREEZE"
"9197","Justin MacKay","NO2 (Robert)","2.5000","2.5645","4",202,"FREEZE"
"9198","Kolby MacDonald","AB1 (Hiebert)","2.6667","2.6927","3",202,"FREEZE"
"9199","Nick Mosher","NS1 (Mosher)","2.0000","2.4467","3",202,"FREEZE"
"9200","Zachary Davies","AB2 (Davies )","1.0000","2.5762","3",202,"FREEZE"
"9201","Logan Sawicki","SK1 (Derksen)","2.3333","2.622","3",202,"FREEZE"
"9202","Liam Rowe","ON2 (Rowe)","3.0000","2.7111","3",202,"FREEZE"
"9203","Nate Burton","AB1 (Hiebert)","1.3333","2.5648","3",202,"FREEZE"
"9204","Jaxon Hiebert","AB1 (Hiebert)","2.3333","2.5689","3",202,"FREEZE"
"9205","Dylan Derksen","SK1 (Derksen)","2.6667","2.6773","3",202,"FREEZE"
"9206","Etienne Elias","QC2 (Jauron)","3.3333","2.5683","3",202,"FREEZE"
"9207","William Butler","NL (Perry)","2.3333","2.6661","3",202,"FREEZE"
"9208","Pierre-Olivier Roy","QC1 (Tremblay)","2.3333","2.6387","3",202,"FREEZE"
"9209","Kaiden Beck","BC1 (Blaeser)","2.0000","2.5871","3",202,"FREEZE"
"9210","Liam Tardif","ON1 (Stratton)","3.3333","2.5861","3",202,"FREEZE"
"9211","Luke Olson","SK2 (Snow)","2.6667","2.5899","3",202,"FREEZE"
"9212","Koen Hampshire","BC1 (Blaeser)","3.6667","2.594","3",202,"FREEZE"
"9213","Luke Robichaud","NB2 (Robichaud)","0.5000","2.4418","2",202,"FREEZE"
"9214","Owain Fisher","NS2 (MacIsaac)","2.5000","2.6058","2",202,"FREEZE"
"9215","Nolan Beck","BC1 (Blaeser)","3.0000","2.6973","2",202,"FREEZE"
"9216","Adam Wiersema","NO1 (Rajala)","2.5000","2.8224","2",202,"FREEZE"
"9217","Nolan Blaeser","BC1 (Blaeser)","1.5000","2.4833","2",202,"FREEZE"
"9218","Rogan Snow","SK2 (Snow)","1.0000","2.6194","2",202,"FREEZE"
"9219","Emmett Knee","NB1 (Marin)","3.0000","2.7227","2",202,"FREEZE"
"9220","Tyler Biemans","ON2 (Rowe)","3.5000","2.6597","2",202,"FREEZE"
"9221","Calan MacIsaac","NS2 (MacIsaac)","3.5000","2.5903","2",202,"FREEZE"
"9222","Evan Scott","NL (Perry)","1.5000","2.9227","2",202,"FREEZE"
"9223","Benjamin Kiist","AB2 (Davies )","3.5000","2.6382","2",202,"FREEZE"
"9224","Terren Algot","AB2 (Davies )","3.0000","2.7113","2",202,"FREEZE"
"9225","Alexandre Jauron","QC2 (Jauron)","4.0000","2.621","2",202,"FREEZE"
"9226","Nathan Kelly","MB2 (Peterson)","4.0000","2.6873","2",202,"FREEZE"
"9227","Benjamin Miskiw","NO2 (Robert)","2.0000","2.5102","2",202,"FREEZE"
"9228","Justin Lapointe","QC1 (Tremblay)","3.0000","2.8392","2",202,"FREEZE"
"9229","Raphael Tremblay","QC1 (Tremblay)","3.0000","2.5921","2",202,"FREEZE"
"9230","Brendan Rajala","NO1 (Rajala)","3.0000","2.651","2",202,"FREEZE"
"9231","Oliver Burton","AB1 (Hiebert)","1.5000","2.5394","2",202,"FREEZE"
"9232","Ian Gau","NT (Bowling)","3.0000","2.6972","2",202,"FREEZE"
"9233","Adrian Tam","BC2 (Tam)","2.0000","2.5617","1",202,"FREEZE"
"9234","Austen Matheson","NB2 (Robichaud)","4.0000","2.7677","1",202,"FREEZE"
"9235","Davis Nicholson","PE (Snow)","1.0000","2.5418","1",202,"FREEZE"
"9236","Ronan Peterson","MB2 (Peterson)","3.0000","2.4734","1",202,"FREEZE"
"9237","Jackson Dubinsky","NO1 (Rajala)","0.0000","2.5965","1",202,"FREEZE"
"9238","Owen Nicholls","ON1 (Stratton)","1.0000","2.4842","1",202,"FREEZE"
"9239","Jonathan Biemans","ON2 (Rowe)","0.0000","2.5574","1",202,"FREEZE"
"9240","Ethan Chiu","BC2 (Tam)","2.0000","2.5691","1",202,"FREEZE"
"9241","Austin Tomlinson","BC2 (Tam)","0.0000","2.624","1",202,"FREEZE"
